Deck;default_convo_starter;Conversation Starter - Basic;global;convo_back;
Categories;Conversation Starter;
What was the last funny video you saw?;NULL;NULL;NULL;
What do you do to get rid of stress?;NULL;NULL;NULL;
What is something you are obsessed with?;NULL;NULL;NULL;
What three words best describe you?;NULL;NULL;NULL;
What would be your perfect weekend?;NULL;NULL;NULL;
What’s your favorite number? Why?;NULL;NULL;NULL;
What are you going to do this weekend?;NULL;NULL;NULL;
What’s the most useful thing you own?;NULL;NULL;NULL;
What’s your favorite way to waste time?;NULL;NULL;NULL;
What do you think of tattoos? Do you have any?;NULL;NULL;NULL;
Do you have any pets? What are their names?;NULL;NULL;NULL;
Where did you go last weekend? / What did you do last weekend?;NULL;NULL;NULL;
What is something popular now that annoys you?;NULL;NULL;NULL;
What did you do on your last vacation?;NULL;NULL;NULL;
When was the last time you worked incredibly hard?;NULL;NULL;NULL;
Are you very active, or do you prefer to just relax in your free time?;NULL;NULL;NULL;
What do you do when you hang out with your friends?;NULL;NULL;NULL;
Who is your oldest friend? Where did you meet them?;NULL;NULL;NULL;
What’s the best / worst thing about your work/school?;NULL;NULL;NULL;
If you had intro music, what song would it be? Why?;NULL;NULL;NULL;
What were you really into when you were a kid?;NULL;NULL;NULL;
If you could have any animal as a pet, what animal would you choose?;NULL;NULL;NULL;
Have you ever saved an animal’s life? How about a person’s life?;NULL;NULL;NULL;
If you opened a business, what kind of business would it be?;NULL;NULL;NULL;
Who is your favorite entertainer (comedian, musician, actor, etc.)?;NULL;NULL;NULL;
Are you a very organized person?;NULL;NULL;NULL;
Have you ever given a presentation in front of a large group of people? How did it go?;NULL;NULL;NULL;
What is the strangest dream you have ever had?;NULL;NULL;NULL;
What is a controversial opinion you have?;NULL;NULL;NULL;
Who in your life brings you the most joy?;NULL;NULL;NULL;
Who had the biggest impact on the person you have become?;NULL;NULL;NULL;
What is the most annoying habit someone can have?;NULL;NULL;NULL;
Where is the most beautiful place you have been?;NULL;NULL;NULL;
Where do you spend most of your free time/day?;NULL;NULL;NULL;
Who was your best friend in elementary school?;NULL;NULL;NULL;
How often do you stay up past 3 a.m.?;NULL;NULL;NULL;
What’s your favorite season? Why?;NULL;NULL;NULL;
Which is more important, having a great car or a great house? Why?;NULL;NULL;NULL;
What animal or insect do you wish humans could eradicate?;NULL;NULL;NULL;
Where is the most beautiful place near where you live?;NULL;NULL;NULL;
What do you bring with you everywhere you go?;NULL;NULL;NULL;
How much time do you spend on the internet? What do you usually do?;NULL;NULL;NULL;
What is the most disgusting habit some people have?;NULL;NULL;NULL;
Where and when was the most amazing sunset you have ever seen?;NULL;NULL;NULL;
